,english_sentence,hindi_sentence
3262,varil teenahi thikani kuthlya hi prakare khanyachi kivva rahanyachi vyavastha nahi.,वरील तीनही ठिकाणी कुठल्या ही प्रकारे खाण्याची किंवा राहण्याची व्यवस्था नाही.
3263,Shrimati Indirabai Halbe urf Maushibai Halbe yanni 1958 saali Devrukh madhye 'Matrumandir' ya sansthechi sthapana keli.,श्रीमती इंदिराबाई हळबे उर्फ मावशीबाई हळबे यांनी १९५४ साली देवरुख मध्ये 'मातृमंदिर' या संस्थेची स्थापना केली.
3264,Biryani ha pramukhyane Bharatiya upkhandat banavla janara ek lokpriya khadyapadartha ahe.,बिर्याणी हा प्रामुख्याने भारतीय उपखंडात बनवला जाणारा एक लोकप्रिय खाद्यपदार्थ आहे.
3265,1946 madhye sarkari shikshan khatyatun hyanchi prantik School Living Examination Board va Board of Secondary Education hyanvar sabhasad mhanun nemnuk zali.,१९४६मध्ये सरकारी शिक्षण खात्याकडून ह्यांची प्रांतिक स्कूल लीव्हिंग एक्झामिनेशन बोर्ड व बोर्ड ऑफ सेकंडरी एज्युकेशन ह्यांवर सभासद म्हणून नेमणूक झाली.
3266,"Sharvin Ganga (February 13, I.S 1982:Barakpor, Trinidad - ) ha Trinidad ani Tobago Rashtriya Cricket Sanghatun khelnara cricket kheladu ahe.","शर्विन गंगा (फेब्रुवारी १३, इ.स. १९८२:बराकपोर, त्रिनिदाद - ) हा त्रिनिदाद आणि टोबॅगो राष्ट्रीय क्रिकेट संघाकडून खेळणारा क्रिकेट खेळाडू आहे."
3267,Auschwitz chalchavani (Marathi lekhanbhed: Auschwitz chalchavni) Polandmadhil Oswiecim hya shaharajawal Nazi Germanyne ubharleli ek mothi chalchavani hoti.,आउश्वित्झ छळछावणी (मराठी लेखनभेद: ऑश्विझ छळछावणी) पोलंडमधील ओश्फिन्चिम ह्या शहराजवळ नाझी जर्मनीने उभारलेली एक मोठी छळछावणी होती.
3268,Babasaheb Ambedkaranvaril kavita ahe; pan bhabadi stuti kivva bhavnavash udgar ti kadhat nahi.,बाबासाहेब आंबेडकरांवरील कविता आहे; पण भाबडी स्तुती किंवा भावनावश उदगार ती काढत नाही.
3269,Aurangabad : hi Marathwadyachi rajdhani va pramukh audyogik shahar ahe.,औरंगाबाद : ही मराठवाड्याची राजधानी व प्रमुख औद्योगिक शहर आहे.
3270,tyatunach tyanni Lalit lekhanala prarambh kela ani pudhe jaun te samikshatmak lekhan karu lagle.,त्यातूनच त्यांनी ललित लेखनाला प्रारंभ केला आणि पुढे जाऊन ते समीक्षात्मक लेखन करू लागले.
3271,tyanna aple vartan siddhant sudharnyas va kshama magnyat sangnyat ale.,त्यांना आपले वर्तन सिद्धान्त सुधारण्यास व क्षमा मागण्यात सांगण्यात आले.
3272,"Kapde, taluka Poladpur, zilla Raigad","कापडे, तालुका पोलादपूर, जिल्हा रायगड"
3273,"7,200 ekrat pasarlela ya vimantalala teen dhavpattya asun Peterson Vayusena talahi yach dhavpattya vaparto.","७,२०० एकरात पसरलेला या विमानतळाला तीन धावपट्ट्या असून पीटरसन वायुसेना तळही याच धावपट्ट्या वापरतो."
3274,divasbhar bahurupyache khel karun pot bharavnare Bahirji ekda Raje mohimevarti astana tyanna bhetle.,दिवसभर बहुरुप्याचे खेळ करुन पोट भरवणारे बहिर्जी एकदा राजे मोहिमेवरती असताना त्यांना भेटले.
3275,rangat sangat,रंगत संगत
3276,"Lingayat dharmache lok galyat Ishtaling dharan kartat. Ishtaling he dnyanache, bhaktiche ani brahmandache pratik ahe.","लिंगायत धर्माचे लोक गळ्यात इष्टलिंग धारण करतात. इष्टलिंग हे ज्ञानाचे, भक्तीचे आणि ब्रह्मांडाचे प्रतीक आहे."
3277,Ayurvedasandarbhat samanya nagrikanche varga ghet asat.,आयुर्वेदासंदर्भात सामान्य नागरिकांचे वर्ग घेत असत.
3278,anibanichya kalat zalelya bekaydeshir atkela awhan deta yet nahi' hach to vichitra nikal.,‘आणीबाणीच्या काळात झालेल्या बेकायदेशीर अटकेला आव्हान देता येत नाही’ हाच तो विचित्र निकाल.
3279,Bharatachya Pantapradhanani Shriniwas Kulkarni yanna 'brain-gain'sadrush yojanenusar Bharatamadhye yeun bara mahine kuthlehi sanshodhan karnyasathi 'Jawaharlal Nehru Fellowship' dili ahe.,भारताच्या पंतप्रधानांनी श्रीनिवास कुलकर्णी यांना 'ब्रेन-गेन'सदृश योजनेनुसार भारतामध्ये येऊन बारा महिने कुठलेही संशोधन करण्यासाठी 'जवाहरलाल नेहरू फेलोशिप' दिली आहे.
3280,"prapanch (Tekade bhavji, Akashwani)","प्रपंच (टेकाडे भावजी, आकाशवाणी)"
3281,phale khavit.,फळे खावीत.
