,English,Marathi
3016,satyadev dube yanni natak hindit neun tyavar natak chitrapat kela.,सत्यदेव दुबे यांनी नाटक हिंदीत नेऊन त्यावर नाटक चित्रपट केला.
3017,vayachya 59vya varshi cromwell malariane mrutyu pavla.,वयाच्या ५९व्या वर्षी क्रॉमवेल मलेरियाने मृत्यू पावला.
3018,rajyaghatanetil dr. babasaheb ambedkaranche yogdan,राज्यघटनेतील डॉ. बाबासाहेब आंबेडकरांचे योगदान
3019,veshyansathi padvi suru karit aslyachi vait pratikriyahi tyanna aikavi lagli hoti.,वेश्यांसाठी पदवी सुरू करीत असल्याची वाईट प्रतिक्रियाही त्यांना ऐकावी लागली होती.
3020,ticha barachsa pravas godavarila kahisa samantar asa hota.,तिचा बराचसा प्रवास गोदावरीला काहीसा समांतर असा होतो.
3021,"information resource facilitation centre, indian navy.","इन्फर्मेशन रिसोर्स फॅसिलीटेशन सेंटर, इंडियन नेव्ही."
3022,tichi mate junya prasthapit chaliritinna ched denari asun navyane aple vichar mandnari hoti.,तिची मते जुन्या प्रस्थापित चालीरीतींना छेद देणारी असून नव्याने आपले विचार मांडणारी होती.
3023,ha vibhag francechya dakshin bhagat pyrenees parvatrangejawal vasla asun hyachya purvela bhumadhya samudra tar dakshinela spain va purvela andora desh ahet.,हा विभाग फ्रान्सच्या दक्षिण भागात पिरेनीज पर्वतरांगेजवळ वसला असून ह्याच्या पूर्वेला भूमध्य समुद्र तर दक्षिणेला स्पेन व पूर्वेला आंदोरा देश आहेत.
3024,ziyakela tyachya aaine (ruren) pravasachi avad lavli va protsahanhi dile.,झियाकेला त्याच्या आईने (रुरेन) प्रवासाची आवड लावली व प्रोत्साहनही दिले.
3025,he shahar vijaywadapasun 16 km antaravar ahe.,हे शहर विजयवाडापासून १६ किमी अंतरावर आहे.
3026,my fortune bharatachya tamilnadu rajyatil chennai shaharat aslele panchatarankit hotel ahe.,माय फॉर्च्यून भारताच्या तामिळनाडू राज्यातील चेन्नई शहरात असलेले पंचतारांकित हॉटेल आहे.
3027,to karan prachin bharat-arya te purvekade sthalantarit navin sthan naave thanchya prachin sthan nave lagu nantar mahakavya ani purananchya lekhakanni gondhalun zale ki dava kela ahe.,तो कारण प्राचीन भारत-आर्य ते पुर्वेकडे स्थलांतरित नवीन स्थान नावे त्यांच्या प्राचीन स्थान नावे लागू नंतर महाकाव्य आणि पुराणांच्या लेखकांनी गोंधळून झाले की दावा केला आहे.
3028,shravanatla pujaniya vruksha parijat.,श्रावणातला पूजनीय वृक्ष पारिजात.
3029,baudha sahitya parishadechya vatine beed zillyatil kej yethe zalelya zalelya 1lya baudha sahitya sammelanache adhyaksha dr.,बौद्ध साहित्य परिषदेच्या वतीने बीड जिल्ह्यातील केज येथे झालेल्या झालेल्या १ल्या बौद्ध साहित्य संमेलनाचे अध्यक्ष डॉ.
3030,purvi ti ge ya companychya malkichi hoti.,पूर्वी ती जीई या कंपनीच्या मालकीची होती.
3031,madire ahet.,मंदिरे आहेत.
3032,mulachya ani dirachya dukhane gopikabai vyakul zalya hotya.,मुलाच्या आणि दीराच्या दु:खानॆ गोपिकाबाई व्याकुळ झाल्या होत्या.
3033,mira-bhaindar (maharashtra),मिरा-भाईंदर (महाराष्ट्र)
3034,satara-kolhapur mahamargavaril tasavde toll nakyapasun 1.5 km he gaav ahe.,सातारा-कोल्हापूर महामार्गावरील तासवडे टोल नाक्यापासून १.५ किलोमीटर हे गाव आहे.
3035,yach darwajatun 45 mailanche antar kapun maharaj vishalgadavar pohochle.,याच दरवाजातून ४५ मैलांचे अंतर कापून महाराज विशाळगडावर पोहचले.
3036,bharat-pakistan samnyanmadhye donhi sanghanchya kheladunvar nehmich dadpan aste ani ekmekanvar kurghodi karnyachya prayatnat kheladu aplya khelache sarvotkrushta pradarshan kartat ase samajle jate.,भारत-पाकिस्तान सामन्यांमध्ये दोन्ही संघांच्या खेळाडूंवर नेहमीच दडपण असते आणि एकमेकांवर कुरघोडी करण्याच्या प्रयत्‍नात खेळाडू आपल्या खेळाचे सर्वोत्कृष्ट प्रदर्शन करतात असे समजले जाते.
